Hash Code 2021

Simulation
----------
Duration     : 676
Intersections: 500
Streets      : 998
Cars         : 1000
Max score    : 921203
Bonus points : 500

Schedule
--------
Intersections   : 500
Street lights   : 956
Arrived cars    : 839
Earliest arrival: 3
Latest arrival  : 676
Crossed streets : 952
Total wait time : 85211
Schedule score  : 718069
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 969, intersection 499: 677 total wait time, 221 streets in the intersection
Street 905, intersection 499: 677 total wait time, 221 streets in the intersection
Street 553, intersection 499: 677 total wait time, 221 streets in the intersection
Street 569, intersection 499: 677 total wait time, 221 streets in the intersection
Street 41, intersection 499: 677 total wait time, 221 streets in the intersection
Street 537, intersection 499: 677 total wait time, 221 streets in the intersection
Street 221, intersection 499: 677 total wait time, 221 streets in the intersection
Street 745, intersection 499: 677 total wait time, 221 streets in the intersection
Street 269, intersection 499: 677 total wait time, 221 streets in the intersection
Street 17, intersection 499: 677 total wait time, 221 streets in the intersection
Street 225, intersection 499: 677 total wait time, 221 streets in the intersection
Street 477, intersection 499: 677 total wait time, 221 streets in the intersection
Street 649, intersection 499: 677 total wait time, 221 streets in the intersection
Street 233, intersection 499: 677 total wait time, 221 streets in the intersection
Street 501, intersection 499: 677 total wait time, 221 streets in the intersection
Street 529, intersection 499: 677 total wait time, 221 streets in the intersection
Street 333, intersection 499: 677 total wait time, 221 streets in the intersection
Street 781, intersection 499: 677 total wait time, 221 streets in the intersection
Street 929, intersection 499: 677 total wait time, 221 streets in the intersection
Street 713, intersection 499: 677 total wait time, 221 streets in the intersection
Street 473, intersection 499: 677 total wait time, 221 streets in the intersection
Street 377, intersection 499: 677 total wait time, 221 streets in the intersection
Street 289, intersection 499: 677 total wait time, 221 streets in the intersection
Street 205, intersection 499: 677 total wait time, 221 streets in the intersection
Street 285, intersection 499: 677 total wait time, 221 streets in the intersection
Street 669, intersection 499: 677 total wait time, 221 streets in the intersection
Street 145, intersection 499: 677 total wait time, 221 streets in the intersection
Street 89, intersection 499: 677 total wait time, 221 streets in the intersection
Street 817, intersection 499: 677 total wait time, 221 streets in the intersection
Street 833, intersection 499: 677 total wait time, 221 streets in the intersection
Street 581, intersection 499: 677 total wait time, 221 streets in the intersection
Street 209, intersection 499: 672 total wait time, 221 streets in the intersection
Street 641, intersection 499: 671 total wait time, 221 streets in the intersection
Street 613, intersection 499: 668 total wait time, 221 streets in the intersection
Street 109, intersection 499: 668 total wait time, 221 streets in the intersection
Street 961, intersection 499: 664 total wait time, 221 streets in the intersection
Street 681, intersection 499: 661 total wait time, 221 streets in the intersection
Street 85, intersection 499: 659 total wait time, 221 streets in the intersection
Street 365, intersection 499: 650 total wait time, 221 streets in the intersection
Street 281, intersection 499: 649 total wait time, 221 streets in the intersection
Street 301, intersection 499: 644 total wait time, 221 streets in the intersection
Street 769, intersection 499: 643 total wait time, 221 streets in the intersection
Street 105, intersection 499: 643 total wait time, 221 streets in the intersection
Street 565, intersection 499: 641 total wait time, 221 streets in the intersection
Street 137, intersection 499: 639 total wait time, 221 streets in the intersection
Street 589, intersection 499: 636 total wait time, 221 streets in the intersection
Street 493, intersection 499: 635 total wait time, 221 streets in the intersection
Street 665, intersection 499: 632 total wait time, 221 streets in the intersection
Street 585, intersection 499: 630 total wait time, 221 streets in the intersection
Street 481, intersection 499: 624 total wait time, 221 streets in the intersection
Street 497, intersection 499: 617 total wait time, 221 streets in the intersection
Street 545, intersection 499: 615 total wait time, 221 streets in the intersection
Street 605, intersection 499: 615 total wait time, 221 streets in the intersection
Street 9, intersection 499: 608 total wait time, 221 streets in the intersection
Street 181, intersection 499: 606 total wait time, 221 streets in the intersection
Street 869, intersection 499: 589 total wait time, 221 streets in the intersection
  => New best score by adding 1 to street 869: 721792
Street 369, intersection 499: 584 total wait time, 221 streets in the intersection
Street 877, intersection 499: 583 total wait time, 221 streets in the intersection
Street 349, intersection 499: 580 total wait time, 221 streets in the intersection
Street 809, intersection 499: 579 total wait time, 221 streets in the intersection
Street 893, intersection 499: 576 total wait time, 221 streets in the intersection
Street 337, intersection 499: 575 total wait time, 221 streets in the intersection
Street 777, intersection 499: 573 total wait time, 221 streets in the intersection
Street 157, intersection 499: 572 total wait time, 221 streets in the intersection
Street 73, intersection 499: 571 total wait time, 221 streets in the intersection
Street 445, intersection 499: 565 total wait time, 221 streets in the intersection
Street 253, intersection 499: 564 total wait time, 221 streets in the intersection
Street 985, intersection 499: 559 total wait time, 221 streets in the intersection
Street 21, intersection 499: 548 total wait time, 221 streets in the intersection
Street 813, intersection 499: 546 total wait time, 221 streets in the intersection
Street 25, intersection 499: 543 total wait time, 221 streets in the intersection
Street 909, intersection 499: 537 total wait time, 221 streets in the intersection
Street 489, intersection 499: 519 total wait time, 221 streets in the intersection
Street 189, intersection 499: 511 total wait time, 221 streets in the intersection
Street 593, intersection 499: 508 total wait time, 221 streets in the intersection
Street 933, intersection 499: 499 total wait time, 221 streets in the intersection
Street 829, intersection 499: 489 total wait time, 221 streets in the intersection
Street 57, intersection 499: 488 total wait time, 221 streets in the intersection
Street 749, intersection 499: 487 total wait time, 221 streets in the intersection
Street 981, intersection 499: 484 total wait time, 221 streets in the intersection
Street 717, intersection 499: 475 total wait time, 221 streets in the intersection
Street 617, intersection 499: 474 total wait time, 221 streets in the intersection
Street 149, intersection 499: 473 total wait time, 221 streets in the intersection
Street 317, intersection 499: 472 total wait time, 221 streets in the intersection
Street 93, intersection 499: 469 total wait time, 221 streets in the intersection
Street 697, intersection 499: 467 total wait time, 221 streets in the intersection
Street 153, intersection 499: 466 total wait time, 221 streets in the intersection
Street 805, intersection 499: 465 total wait time, 221 streets in the intersection
Street 65, intersection 499: 462 total wait time, 221 streets in the intersection
Street 453, intersection 499: 458 total wait time, 221 streets in the intersection
